Impact,Irradiance
9.539769011584617,38.07615230460922
8.611718057955068,40.080160320641276
7.812936599009178,42.08416833667334
7.1205298462899425,44.0881763527054
6.516386110361385,46.09218436873747
5.986111911083752,48.09619238476954
5.518132913767181,50.1002004008016
5.103056336735415,52.104208416833664
4.733195471415243,54.108216432865724
4.4022108628596905,56.11222444889779
4.104820799803344,58.11623246492985
3.836654345010836,60.12024048096192
3.5939895234641392,62.12424849699398
3.373690778852913,64.12825651302605
3.1730901628025667,66.1322645290581
2.989906074033179,68.13627254509018
2.8221780087430566,70.14028056112224
2.6682138155630493,72.1442885771543
2.526537077162044,74.14829659318636
2.3958913487523965,76.15230460921843
2.2751514546830105,78.1563126252505
2.1633400149082656,80.16032064128255
2.059597318105317,82.16432865731463
1.9631647202460671,84.16833667334669
1.8733707130807753,86.17234468937875
1.7896191828245096,88.1763527054108
1.7113728827699026,90.18036072144288
1.6381716382138456,92.18436873747494
1.5695847413705644,94.188376753507
1.5052320354113597,96.19238476953907
1.4447717344684998,98.19639278557113
1.3878958674395707,100.2004008016032
1.3343263407559793,102.20440881763525
1.2838115258430638,104.20841683366733
1.23611852266391,106.21242484969939
1.1910498277941204,108.21643286573145
1.1484119260467027,110.22044088176351
1.1080329291433655,112.22444889779558
1.0697558838580192,114.22845691382764
1.0334372411340662,116.2324649298597
0.9989455052154999,118.23647294589178
0.9661600389989314,120.24048096192384
0.9349663902374992,122.2444889779559
0.9052699255163262,124.24849699398796
0.885760260191879,126.25250501002003
0.8721328017763383,128.2565130260521
0.8589247518276157,130.26052104208415
0.8461170463980293,132.2645290581162
0.8336917596860984,134.26853707414827
0.8216320203493221,136.27254509018036
0.8099187974329649,138.27655310621242
0.7985434244674747,140.28056112224448
0.7874885783830775,142.28456913827654
0.7767409039608641,144.2885771543086
0.766287777774809,146.29258517034066
0.7561172587463038,148.29659318637272
0.7462180426543291,150.3006012024048
0.7365794202369306,152.30460921843687
0.7271884158971517,154.30861723446893
